180;4827894;Avenida Tupac Amaru 26;1814004786;1814005037;87400;87205;0.416247;70;0.0059464;1000000;-118.874.411;-77.023.839;-118.899.839;-770.266.367
181;4827894;Avenida Tupac Amaru 27;1814005037;1814005064;87205;87128;0.0589601;70;0.0008423;1000000;-118.899.839;-770.266.367;-118.903.973;-770.269.758
182;4827894;Avenida Tupac Amaru 28;1814005064;1814005067;87128;87127;0.0079304;70;0.0001133;1000000;-118.903.973;-770.269.758;-118.904.551;-770.270.185
183;4827894;Avenida Tupac Amaru 29;1814005067;599286867;87127;87255;0.263598;70;0.0037657;1000000;-118.904.551;-770.270.185;-11.892.444;-770.283.362
184;4827894;Avenida Tupac Amaru 30;599286867;599286869;87255;94659;0.1130122;70;0.0016145;1000000;-11.892.444;-770.283.362;-118.933.573;-770.287.917
185;4827894;Avenida Tupac Amaru 31;599286869;1814005453;94659;86963;0.6131804;70;0.0087597;1000000;-118.933.573;-770.287.917;-118.986.641;-770.303.139
186;4827894;Avenida Tupac Amaru 32;1814005453;599283678;86963;10610;0.0160505;70;0.0002293;1000000;-118.986.641;-770.303.139;-118.988.049;-770.303.464
188;4827894;Avenida Tupac Amaru 33;1156771011;599281346;10608;88767;0.1829411;70;0.0026134;1000000;-118.992.698;-77.030.441;-119.009.013;-77.030.639
189;4827894;Avenida Tupac Amaru 34;599281346;1814997477;88767;88746;0.081126;70;0.0011589;1000000;-119.009.013;-77.030.639;-119.016.308;-770.306.277
190;4827894;Avenida Tupac Amaru 35;1814997477;1756661538;88746;79107;0.2988472;70;0.0042692;1000000;-119.016.308;-770.306.277;-119.042.565;-770.309.888
191;4827894;Avenida Tupac Amaru 36;1756661538;838231803;79107;15802;0.1133893;70;0.0016198;1000000;-119.042.565;-770.309.888;-11.905.191;-770.314.059
192;4827894;Avenida Tupac Amaru 37;838231803;838231802;15802;15801;0.0176572;70;0.0002522;1000000;-11.905.191;-770.314.059;-119.053.368;-770.314.702
193;4827894;Avenida Tupac Amaru 38;838231802;838231935;15801;15842;0.4736312;70;0.0067662;1000000;-119.053.368;-770.314.702;-119.083.702;-770.342.356
194;4827894;Avenida Tupac Amaru 39;838231935;838231970;15842;15849;0.0215858;70;0.0003084;1000000;-119.083.702;-770.342.356;-119.084.533;-770.344.149
195;4827894;Avenida Tupac Amaru 40;838231970;1256325834;15849;21973;12.849.066;70;0.0183558;1000000;-119.084.533;-770.344.149;-119.171.347;-77.041.301
196;4827894;Avenida Tupac Amaru 41;1256325834;1258299466;21973;22092;0.0100183;70;0.0001431;1000000;-119.171.347;-77.041.301;-119.172.229;-770.413.198
197;4827894;Avenida Tupac Amaru 42;1258299466;1271067483;22092;22082;14.143.788;70;0.0202054;1000000;-119.172.229;-770.413.198;-11.929.636;-770.438.795
198;4827894;Avenida Tupac Amaru 43;1271067483;1271067158;22082;90559;0.0252558;70;0.0003608;1000000;-11.929.636;-770.438.795;-119.298.405;-770.439.805
199;4827894;Avenida Tupac Amaru 44;1271067158;599286948;90559;22396;0.5133821;70;0.007334;1000000;-119.298.405;-770.439.805;-11.933.577;-770.467.045
200;4827894;Avenida Tupac Amaru 45;599286948;1314927798;22396;22409;0.0211137;70;0.0003016;1000000;-11.933.577;-770.467.045;-119.337.333;-770.468.147
